team_a,team_b,team_a_winrate,team_b_winrate,team_a_avg_scored,team_a_avg_conceded,team_b_avg_scored,team_b_avg_conceded,team_a_h2h_winrate,team_b_h2h_winrate,result
Botswana,Ivory Coast,0.4,0.4,0.9,0.7,1.7,1.3,0.0,0.5,draw
Chad,Congo,0.1,0.2,0.7,2.1,0.8,1.4,0.2222222222222222,0.4444444444444444,home win
China,Iraq,0.2,0.2,1.2,1.2,0.6,0.9,0.4166666666666667,0.4166666666666667,away win
Gabon,Ghana,0.4,0.7,1.3,1.4,1.8,1.0,0.14285714285714285,0.5714285714285714,home win
Gambia,Algeria,0.2,0.3,0.8,1.2,1.5,1.6,0.5,0.5,home win
Greece,Russia,0.7,0.6,1.9,1.0,2.0,1.5,0.15789473684210525,0.631578947368421,away win
Grenada,Costa Rica,0.3,0.0,1.8,1.3,0.8,1.1,0.0,0.0,draw
Guatemala,Saint Lucia,0.2,0.1,0.6,1.4,0.9,3.6,0.0,0.0,home win
Kenya,Zimbabwe,0.3,0.4,1.2,1.1,1.2,1.3,0.375,0.125,home win
North Korea,Jordan,0.3,0.3,1.2,0.9,1.3,1.5,0.5,0.5,home win
Kuwait,United Arab Emirates,0.1,0.2,0.9,1.4,0.9,1.0,0.5161290322580645,0.3548387096774194,away win
Malawi,Egypt,0.3,0.7,1.9,1.4,2.4,1.1,0.3333333333333333,0.5,home win
Namibia,Guinea,0.1,0.4,0.6,2.2,1.7,1.5,0.0,0.3333333333333333,away win
Niger,Benin,0.1,0.3,0.8,1.6,1.3,1.9,0.4,0.2,away win
Peru,Colombia,0.2,0.4,1.1,1.9,1.2,0.9,0.32558139534883723,0.3023255813953488,draw
Puerto Rico,Honduras,0.3,0.8,1.0,2.2,1.8,0.4,0.0,1.0,draw
Qatar,Australia,0.4,0.5,0.9,0.8,1.1,0.3,0.0,1.0,away win
Rwanda,Morocco,0.5,0.7,2.2,0.7,2.6,1.1,0.0,0.0,home win
Seychelles,Burkina Faso,0.2,0.2,0.5,2.1,0.9,1.7,0.0,0.0,away win
Sierra Leone,South Africa,0.1,0.6,0.3,1.9,1.8,1.0,0.0,0.0,home win
Singapore,Saudi Arabia,0.2,0.9,0.9,1.8,2.1,0.7,0.0,1.0,away win
Sudan,Mali,0.1,0.5,0.5,2.4,1.6,1.5,0.0,0.0,home win
Suriname,Guyana,0.3,0.6,1.3,1.5,2.5,0.9,0.6923076923076923,0.15384615384615385,home win
Sweden,Spain,0.4,0.9,0.7,0.9,1.8,0.3,0.25,0.4166666666666667,away win
Syria,Iran,0.4,0.3,1.1,1.1,0.8,0.5,0.05,0.5,away win
Tanzania,Cameroon,0.3,0.6,0.8,0.9,2.0,1.0,0.0,0.0,draw
Thailand,Japan,0.5,0.5,2.1,1.5,1.5,0.5,0.10526315789473684,0.6842105263157895,away win
Turkmenistan,South Korea,0.3,0.3,1.0,1.2,1.2,0.7,0.5,0.5,away win
Uganda,Angola,0.5,0.3,2.0,1.1,1.4,1.5,0.0,1.0,home win
Uruguay,Venezuela,0.2,0.5,1.8,1.6,1.4,1.2,0.6666666666666666,0.16666666666666666,draw
Uzbekistan,Lebanon,0.7,0.2,3.3,0.9,1.2,1.9,1.0,0.0,home win
Argentina,Ecuador,0.7,0.4,1.7,0.5,1.6,1.9,0.64,0.12,draw
Belize,Mexico,0.1,0.4,0.7,1.9,1.6,1.6,0.0,0.0,away win
Bolivia,Chile,0.2,0.4,0.8,2.0,0.9,0.8,0.17142857142857143,0.6285714285714286,away win
Burundi,Tunisia,0.4,0.4,0.9,0.9,1.4,1.0,0.0,0.0,away win
Equatorial Guinea,Nigeria,0.5,0.5,1.2,1.2,1.0,0.5,0.0,0.0,away win
Haiti,Curaçao,0.2,0.4,0.8,1.1,1.0,1.6,0.631578947368421,0.15789473684210525,draw
Jamaica,Bahamas,0.3,0.2,1.4,1.9,1.2,2.8,0.0,0.0,home win
Lesotho,Libya,0.2,0.3,1.3,1.8,1.2,1.4,0.0,0.0,away win
Liberia,Senegal,0.2,0.5,1.0,1.9,1.6,1.4,0.0,0.5555555555555556,draw
Madagascar,Mozambique,0.5,0.2,1.9,0.3,0.5,1.2,0.0,1.0,draw
Mauritius,Cape Verde,0.1,0.2,0.7,1.5,0.6,1.2,0.0,0.0,away win
Panama,El Salvador,0.2,0.3,0.8,1.0,1.9,0.7,0.3142857142857143,0.42857142857142855,home win
Paraguay,Brazil,0.3,0.7,1.0,0.8,2.0,0.9,0.14084507042253522,0.6197183098591549,home win
Eswatini,Zambia,0.2,0.2,0.7,1.4,1.2,2.0,0.125,0.75,draw
Switzerland,Portugal,0.3,0.6,1.3,1.6,1.5,0.8,0.42105263157894735,0.3157894736842105,home win
Trinidad and Tobago,Bermuda,0.4,0.4,1.3,0.9,1.4,1.3,0.45454545454545453,0.09090909090909091,away win
Turkey,Czech Republic,0.5,0.7,1.2,1.0,1.7,0.8,0.0,0.75,home win
United States,Barbados,0.4,0.2,1.1,1.0,0.9,1.7,1.0,0.0,home win
Saint Vincent and the Grenadines,Canada,0.2,0.3,1.6,1.2,1.3,1.3,0.0,1.0,away win
Austria,Germany,0.2,0.5,1.4,1.7,1.8,0.8,0.23529411764705882,0.5882352941176471,away win
Poland,Croatia,0.4,0.6,1.2,1.0,1.3,1.0,0.25,0.5,away win
Antigua and Barbuda,Cuba,0.5,0.2,1.7,1.8,0.8,2.1,0.0,1.0,away win
France,Italy,0.4,0.7,1.1,0.9,1.8,1.0,0.25,0.4722222222222222,away win
Netherlands,Romania,0.8,0.5,2.4,0.7,1.8,0.7,0.6,0.1,home win
Uruguay,Peru,0.2,0.2,1.7,1.5,1.0,1.8,0.5535714285714286,0.23214285714285715,home win
Bolivia,Paraguay,0.2,0.4,0.8,2.1,1.2,0.7,0.20689655172413793,0.5172413793103449,home win
Ecuador,Colombia,0.4,0.3,1.7,1.9,1.2,1.0,0.2857142857142857,0.42857142857142855,draw
Greece,Spain,0.6,0.9,1.6,0.9,1.8,0.4,0.1111111111111111,0.6666666666666666,away win
Jamaica,Bahamas,0.4,0.2,2.0,1.7,1.2,2.9,1.0,0.0,home win
Russia,Sweden,0.6,0.4,1.8,1.5,0.7,1.0,0.30434782608695654,0.34782608695652173,home win
Brazil,Argentina,0.6,0.7,1.6,0.9,1.7,0.4,0.3956043956043956,0.3626373626373626,draw
Portugal,Germany,0.6,0.6,1.4,0.9,1.9,0.8,0.2,0.4666666666666667,away win
Venezuela,Chile,0.5,0.4,1.5,1.2,0.9,0.8,0.05555555555555555,0.7777777777777778,away win
Algeria,Gambia,0.2,0.3,1.3,1.7,0.9,0.9,0.3333333333333333,0.6666666666666666,home win
Canada,Saint Vincent and the Grenadines,0.3,0.2,1.4,1.3,1.6,1.4,1.0,0.0,home win
Croatia,Turkey,0.6,0.6,1.3,1.0,1.5,1.1,0.3333333333333333,0.0,draw
Libya,Lesotho,0.4,0.2,1.3,1.3,1.3,1.7,1.0,0.0,home win
Burkina Faso,Seychelles,0.3,0.1,1.1,1.8,0.5,2.4,1.0,0.0,home win
Cameroon,Tanzania,0.6,0.3,2.0,0.9,0.8,0.8,0.0,0.0,home win
Costa Rica,Grenada,0.0,0.3,0.9,1.2,2.0,1.2,0.0,0.0,home win
Mexico,Belize,0.5,0.1,1.8,1.5,0.7,1.9,1.0,0.0,home win
Morocco,Rwanda,0.6,0.6,2.5,1.4,2.4,0.6,0.0,1.0,home win
Netherlands,Russia,0.8,0.7,2.4,0.7,2.0,1.2,0.5,0.25,away win
Nigeria,Equatorial Guinea,0.6,0.4,1.1,0.4,1.0,1.3,1.0,0.0,home win
Senegal,Liberia,0.4,0.2,1.5,1.5,1.1,1.8,0.5,0.0,home win
South Africa,Sierra Leone,0.5,0.2,1.6,1.1,0.4,1.8,0.0,1.0,draw
Saint Lucia,Guatemala,0.1,0.3,0.8,4.0,1.1,1.3,0.0,1.0,away win
Tunisia,Burundi,0.5,0.4,1.5,1.0,0.8,0.8,1.0,0.0,home win
Zambia,Eswatini,0.2,0.2,1.1,1.6,0.7,1.4,0.6666666666666666,0.1111111111111111,home win
Australia,China,0.5,0.2,1.0,0.4,1.1,1.1,0.5714285714285714,0.2857142857142857,away win
Barbados,United States,0.2,0.5,0.8,2.4,1.9,0.9,0.0,1.0,away win
Benin,Niger,0.4,0.1,1.3,1.7,0.7,1.7,0.2727272727272727,0.36363636363636365,home win
Bermuda,Trinidad and Tobago,0.5,0.4,1.6,1.2,1.4,1.1,0.16666666666666666,0.4166666666666667,away win
Cape Verde,Mauritius,0.3,0.1,0.7,1.0,0.7,1.3,1.0,0.0,home win
Congo,Chad,0.2,0.2,0.9,1.5,0.8,1.8,0.4,0.3,home win
DR Congo,Djibouti,0.3,0.1,1.4,0.7,0.7,4.8,0.6666666666666666,0.0,home win
Cuba,Antigua and Barbuda,0.3,0.5,1.1,2.1,2.0,1.6,1.0,0.0,home win
Curaçao,Haiti,0.3,0.2,0.7,1.5,0.7,1.0,0.15,0.6,away win
Egypt,Malawi,0.7,0.4,2.1,0.9,2.0,1.3,0.42857142857142855,0.42857142857142855,home win
El Salvador,Panama,0.3,0.3,1.9,0.5,0.9,0.9,0.4166666666666667,0.3333333333333333,home win
Ghana,Gabon,0.6,0.4,1.6,1.1,1.3,1.4,0.5,0.25,home win
Guinea,Namibia,0.5,0.1,1.8,1.3,0.7,2.3,0.5,0.0,home win
Guyana,Suriname,0.5,0.4,2.0,1.0,1.3,1.4,0.1509433962264151,0.6981132075471698,away win
Iran,Kuwait,0.3,0.1,0.8,0.5,1.1,1.6,0.43478260869565216,0.21739130434782608,home win
Iraq,Qatar,0.3,0.4,0.8,1.0,1.0,1.1,0.391304347826087,0.2608695652173913,away win
Ivory Coast,Botswana,0.3,0.3,1.4,1.3,0.9,0.8,0.3333333333333333,0.0,home win
Japan,Bahrain,0.5,0.7,1.5,0.5,1.4,0.8,0.8,0.2,home win
Jordan,Turkmenistan,0.3,0.3,1.2,1.6,1.0,1.3,0.3333333333333333,0.6666666666666666,home win
South Korea,North Korea,0.4,0.3,1.5,0.8,0.9,0.8,0.46153846153846156,0.07692307692307693,draw
Lebanon,Singapore,0.2,0.2,1.0,1.9,0.8,2.0,0.3333333333333333,0.3333333333333333,away win
Mali,Sudan,0.4,0.1,1.5,1.6,0.6,2.5,0.0,1.0,home win
Mozambique,Madagascar,0.2,0.5,0.6,1.3,2.0,0.4,0.5,0.0,home win
Oman,Thailand,0.4,0.4,1.0,0.9,2.0,1.8,0.25,0.625,home win
Saudi Arabia,Uzbekistan,0.9,0.7,1.9,0.7,2.7,0.9,0.42857142857142855,0.42857142857142855,home win
Spain,Italy,0.9,0.7,1.7,0.4,1.8,0.9,0.2962962962962963,0.3333333333333333,draw
United Arab Emirates,Syria,0.2,0.4,0.7,1.2,1.1,1.3,0.6666666666666666,0.06666666666666667,away win
Zimbabwe,Kenya,0.4,0.4,1.2,1.3,1.4,1.0,0.1111111111111111,0.4444444444444444,draw
Angola,Uganda,0.3,0.5,1.5,1.5,2.0,1.1,0.6666666666666666,0.3333333333333333,draw
Germany,Turkey,0.7,0.5,2.2,0.7,1.4,1.1,0.6470588235294118,0.17647058823529413,home win
Russia,Spain,0.7,0.9,2.1,1.2,1.7,0.4,0.1111111111111111,0.5555555555555556,away win
Gabon,Lesotho,0.3,0.2,0.9,1.6,1.1,1.8,0.0,0.0,home win
Germany,Spain,0.7,0.9,2.1,0.9,1.7,0.4,0.42105263157894735,0.2631578947368421,away win
Canada,Jamaica,0.3,0.4,1.5,1.4,2.4,1.4,0.46153846153846156,0.15384615384615385,draw
Costa Rica,El Salvador,0.1,0.2,1.2,1.2,1.0,0.9,0.6304347826086957,0.17391304347826086,home win
Cuba,Trinidad and Tobago,0.3,0.6,1.3,2.0,1.6,0.8,0.15384615384615385,0.6923076923076923,away win
Guatemala,United States,0.4,0.6,1.3,0.7,1.8,0.5,0.21052631578947367,0.5263157894736842,away win
Haiti,Suriname,0.4,0.5,0.9,1.1,1.8,1.1,0.2857142857142857,0.2857142857142857,draw
Kazakhstan,Andorra,0.1,0.0,0.5,1.9,0.2,2.8,0.0,0.0,home win
Mexico,Honduras,0.5,0.8,2.4,1.5,2.0,0.6,0.6521739130434783,0.13043478260869565,home win
Algeria,Senegal,0.4,0.4,1.0,1.1,1.5,1.1,0.5,0.2222222222222222,home win
Djibouti,Malawi,0.1,0.6,0.8,5.0,1.8,0.7,0.0,1.0,away win
Libya,Ghana,0.6,0.5,2.2,1.0,1.6,1.2,0.16666666666666666,0.3333333333333333,home win
Albania,Sweden,0.4,0.3,1.4,1.3,0.7,1.1,0.3333333333333333,0.6666666666666666,draw
Andorra,England,0.0,0.6,0.2,2.8,1.9,0.9,0.0,1.0,away win
Argentina,Paraguay,0.5,0.3,1.4,0.4,1.4,1.2,0.5434782608695652,0.15217391304347827,draw
Armenia,Turkey,0.3,0.5,0.6,1.0,1.6,1.4,0.0,0.0,away win
Austria,France,0.1,0.4,1.2,1.5,1.0,1.1,0.38095238095238093,0.5238095238095238,home win
Bahrain,Japan,0.7,0.5,1.6,0.9,1.2,0.6,0.16666666666666666,0.8333333333333334,away win
Belgium,Estonia,0.3,0.4,1.1,1.7,1.1,1.1,1.0,0.0,home win
Burkina Faso,Tunisia,0.4,0.5,1.5,1.8,1.6,1.0,0.25,0.25,draw
Cape Verde,Cameroon,0.4,0.7,0.8,0.9,2.1,0.9,0.0,1.0,away win
Colombia,Uruguay,0.3,0.4,1.2,1.1,2.5,1.3,0.29411764705882354,0.4411764705882353,away win
Croatia,Kazakhstan,0.6,0.2,1.4,1.1,0.6,1.7,0.0,0.0,home win
Cuba,United States,0.3,0.6,1.3,2.0,1.8,0.5,0.14285714285714285,0.7142857142857143,away win
Cyprus,Italy,0.4,0.5,1.3,1.6,1.6,1.1,0.0,0.8333333333333334,away win
Ecuador,Bolivia,0.3,0.4,1.2,1.8,1.1,2.1,0.34782608695652173,0.21739130434782608,home win
Gambia,Liberia,0.3,0.2,0.8,0.8,1.1,1.9,0.25,0.375,home win
Georgia,Republic of Ireland,0.3,0.2,1.0,1.7,1.2,0.9,0.0,1.0,away win
Hungary,Denmark,0.3,0.4,1.2,1.6,1.7,1.3,0.5833333333333334,0.25,draw
Israel,Switzerland,0.6,0.4,1.0,1.0,1.3,1.2,0.16666666666666666,0.3333333333333333,draw
Kenya,Namibia,0.3,0.3,1.2,0.9,1.0,1.5,0.0,1.0,home win
Liechtenstein,Germany,0.1,0.7,0.7,2.9,2.0,1.0,0.0,1.0,away win
Luxembourg,Greece,0.1,0.5,0.4,1.8,1.3,1.1,0.0,1.0,away win
North Macedonia,Scotland,0.3,0.5,1.4,1.0,1.3,1.0,0.0,0.0,home win
Malta,Portugal,0.2,0.5,1.3,2.4,1.7,1.1,0.0,0.875,away win
Mauritania,Rwanda,0.2,0.5,1.3,1.8,2.0,0.8,0.0,1.0,away win
Mauritius,Tanzania,0.0,0.1,0.7,2.2,0.7,1.0,0.3,0.3,away win
Moldova,Latvia,0.5,0.6,1.3,1.1,1.9,1.3,1.0,0.0,away win
Montenegro,Bulgaria,0.4,0.7,1.4,1.5,1.4,0.7,0.0,0.0,draw
Norway,Iceland,0.4,0.3,1.6,1.5,1.0,1.6,0.6363636363636364,0.2727272727272727,draw
Peru,Venezuela,0.1,0.4,0.8,2.4,1.5,1.3,0.6666666666666666,0.20833333333333334,home win
Poland,Slovenia,0.3,0.3,0.8,1.0,0.9,1.1,0.6666666666666666,0.0,draw
Qatar,Uzbekistan,0.5,0.6,1.3,1.5,2.3,1.2,0.2,0.4,home win
Romania,Lithuania,0.5,0.6,1.7,0.6,1.3,1.1,1.0,0.0,away win
Saudi Arabia,Iran,0.8,0.9,2.1,0.8,2.2,0.4,0.2727272727272727,0.36363636363636365,draw
Serbia,Faroe Islands,0.2,0.0,1.4,1.2,0.7,3.5,1.0,0.0,home win
Seychelles,Burundi,0.2,0.3,1.4,1.7,0.6,1.0,0.0,1.0,away win
Sierra Leone,Equatorial Guinea,0.2,0.3,0.4,1.2,0.8,1.4,0.6666666666666666,0.3333333333333333,home win
Slovakia,Northern Ireland,0.2,0.4,1.7,1.9,1.3,1.0,0.0,1.0,home win
South Africa,Nigeria,0.6,0.6,1.5,0.8,1.2,0.4,0.16666666666666666,0.6666666666666666,away win
Spain,Bosnia and Herzegovina,0.9,0.1,1.9,0.4,0.9,2.0,0.5,0.0,home win
Sudan,Chad,0.2,0.2,0.8,2.4,0.7,2.0,0.75,0.0,away win
Trinidad and Tobago,Guatemala,0.7,0.4,1.9,0.6,1.3,0.7,0.375,0.4375,draw
Ukraine,Belarus,0.4,0.4,1.4,1.3,1.6,1.2,0.42857142857142855,0.14285714285714285,home win
United Arab Emirates,North Korea,0.2,0.6,1.0,1.3,1.3,0.3,0.5,0.0,away win
Wales,Azerbaijan,0.5,0.1,1.7,1.2,0.5,1.6,0.75,0.0,home win
Canada,Honduras,0.3,0.7,1.5,1.3,1.9,0.7,0.3333333333333333,0.4,away win
Costa Rica,Suriname,0.2,0.5,1.2,1.1,2.1,1.3,1.0,0.0,home win
El Salvador,Haiti,0.2,0.4,1.0,0.9,1.0,1.2,0.4,0.25,home win
Mexico,Jamaica,0.6,0.4,2.5,1.3,2.4,0.7,0.8125,0.125,home win
Benin,Angola,0.3,0.3,1.3,2.0,1.3,1.1,0.25,0.5,home win
Chile,Brazil,0.4,0.5,1.0,0.9,1.3,0.8,0.11290322580645161,0.7096774193548387,away win
Congo,Mali,0.3,0.4,1.1,1.5,1.4,1.4,0.2,0.4,home win
DR Congo,Egypt,0.5,0.6,2.0,0.7,1.6,1.1,0.2222222222222222,0.5555555555555556,away win
Lesotho,Gabon,0.2,0.5,1.0,1.7,1.2,0.5,0.0,1.0,away win
Madagascar,Botswana,0.2,0.3,0.8,1.2,0.9,1.3,0.25,0.5,home win
Mozambique,Ivory Coast,0.4,0.3,1.5,1.1,1.2,1.4,0.0,1.0,draw
Niger,Uganda,0.1,0.4,0.9,2.3,1.3,1.1,0.0,0.6666666666666666,home win
Zimbabwe,Guinea,0.4,0.4,0.9,0.8,1.4,1.5,0.3333333333333333,0.3333333333333333,draw
Paraguay,Venezuela,0.2,0.4,1.0,1.2,1.4,1.3,0.7647058823529411,0.11764705882352941,home win
Albania,Malta,0.3,0.2,1.2,1.3,1.3,2.6,0.6,0.2,home win
Andorra,Belarus,0.0,0.4,0.2,2.6,1.5,1.1,0.5,0.5,away win
Azerbaijan,Liechtenstein,0.1,0.1,0.5,1.5,0.6,3.4,0.5,0.5,draw
Bosnia and Herzegovina,Estonia,0.1,0.4,0.6,1.6,1.3,1.2,0.3333333333333333,0.3333333333333333,home win
Brazil,Bolivia,0.6,0.4,1.6,0.8,1.2,1.9,0.75,0.16666666666666666,draw
Chad,Sudan,0.3,0.2,0.8,1.8,0.9,2.0,0.2,0.6,away win
Chile,Colombia,0.4,0.2,0.8,1.0,1.1,1.2,0.36666666666666664,0.3,home win
Croatia,England,0.6,0.6,1.4,0.9,1.8,0.9,0.4,0.4,away win
Faroe Islands,Romania,0.0,0.4,0.6,3.4,1.5,0.9,0.0,1.0,away win
Finland,Germany,0.2,0.7,0.7,0.8,2.2,1.0,0.05,0.75,draw
France,Serbia,0.4,0.3,0.9,1.2,1.5,1.1,1.0,0.0,home win
Guatemala,Cuba,0.4,0.3,1.4,0.6,1.3,1.8,0.42857142857142855,0.14285714285714285,home win
Haiti,Costa Rica,0.3,0.3,0.8,1.6,1.7,0.9,0.0,0.3333333333333333,away win
Honduras,Jamaica,0.7,0.3,2.0,0.8,2.1,1.0,0.5294117647058824,0.23529411764705882,home win
Iceland,Scotland,0.3,0.4,1.0,1.4,1.1,1.1,0.0,1.0,away win
Italy,Georgia,0.5,0.3,1.6,1.1,1.0,1.8,0.8333333333333334,0.0,home win
Kazakhstan,Ukraine,0.2,0.5,0.5,1.7,1.4,1.1,0.0,1.0,away win
North Korea,South Korea,0.6,0.5,1.4,0.4,1.6,0.7,0.07142857142857142,0.42857142857142855,draw
Latvia,Greece,0.7,0.5,2.1,1.2,1.4,1.0,0.5,0.0,away win
Lithuania,Austria,0.6,0.2,1.4,1.0,1.5,1.5,0.0,1.0,home win
North Macedonia,Netherlands,0.4,0.6,1.5,1.0,2.2,1.1,0.0,0.0,away win
Mexico,Canada,0.7,0.3,2.6,1.1,1.5,1.4,0.625,0.125,home win
Moldova,Israel,0.4,0.5,1.2,1.2,1.0,1.2,0.0,0.3333333333333333,away win
Montenegro,Republic of Ireland,0.3,0.2,1.4,1.6,1.0,1.0,0.0,0.0,draw
Northern Ireland,Czech Republic,0.3,0.5,1.2,1.1,1.7,1.3,0.0,1.0,draw
Peru,Argentina,0.2,0.4,0.9,2.4,1.3,0.5,0.1111111111111111,0.6666666666666666,draw
Portugal,Denmark,0.5,0.3,2.0,1.1,1.3,1.3,0.75,0.125,away win
Qatar,Bahrain,0.6,0.6,1.6,1.5,1.6,1.1,0.2692307692307692,0.34615384615384615,draw
Russia,Wales,0.6,0.5,2.0,1.4,1.3,1.0,0.42857142857142855,0.14285714285714285,home win
San Marino,Poland,0.0,0.2,0.2,3.7,0.7,1.1,0.0,1.0,away win
Slovenia,Slovakia,0.3,0.3,0.9,1.1,1.7,1.5,0.0,0.3333333333333333,home win
Spain,Armenia,0.9,0.3,1.9,0.4,0.6,1.2,1.0,0.0,home win
Suriname,El Salvador,0.5,0.3,2.0,1.7,1.5,0.8,0.2,0.8,away win
Sweden,Hungary,0.2,0.3,0.6,1.1,1.2,1.3,0.34210526315789475,0.39473684210526316,home win
Switzerland,Luxembourg,0.4,0.1,1.5,1.3,0.4,2.1,0.8888888888888888,0.0,away win
Turkey,Belgium,0.6,0.4,1.6,1.2,1.4,1.7,0.2857142857142857,0.2857142857142857,draw
United Arab Emirates,Saudi Arabia,0.2,0.7,1.1,1.4,2.0,0.9,0.23076923076923078,0.5384615384615384,away win
Uruguay,Ecuador,0.4,0.4,2.1,1.3,1.4,1.7,0.6923076923076923,0.10256410256410256,draw
United States,Trinidad and Tobago,0.6,0.7,1.8,0.5,1.9,0.6,0.7647058823529411,0.058823529411764705,home win
Uzbekistan,Australia,0.6,0.5,2.1,1.3,1.2,0.6,0.0,0.0,away win
Zambia,Togo,0.2,0.4,0.9,1.3,1.3,1.5,0.3333333333333333,0.6666666666666666,home win
Argentina,Uruguay,0.3,0.4,1.1,0.6,2.1,1.2,0.44970414201183434,0.3076923076923077,home win
Belgium,Armenia,0.3,0.3,1.2,1.6,0.6,1.3,1.0,0.0,home win
Bolivia,Peru,0.4,0.2,1.2,1.9,1.0,2.3,0.3157894736842105,0.47368421052631576,home win
Botswana,Mozambique,0.3,0.4,0.8,1.2,1.6,1.1,0.1875,0.625,away win
Bulgaria,Italy,0.6,0.5,1.4,0.8,1.5,1.0,0.15384615384615385,0.5384615384615384,draw
Cameroon,Mauritius,0.8,0.0,2.1,0.6,0.7,2.5,1.0,0.0,home win
Colombia,Paraguay,0.1,0.2,0.9,1.5,0.9,1.2,0.3783783783783784,0.43243243243243246,away win
Denmark,Malta,0.4,0.2,1.5,1.2,1.1,2.6,0.8333333333333334,0.16666666666666666,home win
England,Kazakhstan,0.6,0.2,1.9,1.0,0.5,1.8,0.0,0.0,home win
Equatorial Guinea,South Africa,0.3,0.5,0.9,1.3,1.3,0.7,0.0,1.0,away win
Estonia,Spain,0.3,0.9,1.1,1.9,2.1,0.3,0.0,0.0,away win
Faroe Islands,Austria,0.0,0.2,0.5,3.3,1.5,1.7,0.5,0.5,draw
Finland,Azerbaijan,0.2,0.1,1.0,1.1,0.4,0.9,0.8333333333333334,0.16666666666666666,home win
Gabon,Libya,0.5,0.7,1.2,0.5,2.2,0.9,0.0,1.0,home win
Georgia,Cyprus,0.3,0.3,1.0,1.8,1.3,1.8,0.3333333333333333,0.6666666666666666,draw
Germany,Russia,0.7,0.7,2.3,1.1,2.2,1.2,0.7058823529411765,0.17647058823529413,home win
Ghana,Lesotho,0.4,0.2,1.4,1.2,0.8,1.8,0.75,0.0,home win
Greece,Moldova,0.5,0.4,1.4,0.9,1.3,1.3,1.0,0.0,home win
Guatemala,Trinidad and Tobago,0.4,0.7,1.7,0.7,2.5,0.7,0.4117647058823529,0.35294117647058826,draw
Haiti,El Salvador,0.2,0.3,0.7,1.9,1.3,0.8,0.23809523809523808,0.42857142857142855,draw
Honduras,Canada,0.7,0.3,2.1,0.8,1.5,1.5,0.4375,0.3125,home win
Hungary,Albania,0.2,0.3,1.1,1.5,1.2,1.3,0.6666666666666666,0.0,home win
Ivory Coast,Madagascar,0.3,0.2,1.2,1.1,0.7,1.1,0.7142857142857143,0.0,home win
Jamaica,Mexico,0.2,0.8,1.9,1.2,2.4,0.8,0.11764705882352941,0.8235294117647058,home win
Liberia,Algeria,0.2,0.5,1.1,2.2,1.3,1.1,0.0,0.5,draw
Luxembourg,Israel,0.2,0.6,0.6,1.9,1.1,1.1,0.0,1.0,away win
Malawi,DR Congo,0.5,0.5,1.5,0.9,2.0,0.8,0.2222222222222222,0.4444444444444444,home win
Mali,Chad,0.4,0.2,1.2,1.2,0.8,2.1,1.0,0.0,home win
Morocco,Mauritania,0.6,0.2,2.3,1.3,1.3,1.9,0.8,0.0,home win
Namibia,Zimbabwe,0.3,0.3,0.9,1.5,0.7,0.7,0.3333333333333333,0.6666666666666666,home win
Netherlands,Iceland,0.6,0.3,2.0,0.9,1.1,1.3,0.875,0.0,home win
Nigeria,Sierra Leone,0.6,0.3,1.1,0.4,0.6,1.1,0.6666666666666666,0.1111111111111111,home win
Poland,Czech Republic,0.2,0.4,0.7,1.1,1.4,1.2,0.6666666666666666,0.3333333333333333,home win
Romania,France,0.5,0.5,1.6,0.8,1.1,1.2,0.23076923076923078,0.6153846153846154,draw
San Marino,Slovakia,0.0,0.2,0.2,3.4,1.1,1.7,0.0,1.0,away win
Scotland,Norway,0.4,0.3,1.2,1.2,1.6,1.6,0.5333333333333333,0.13333333333333333,draw
Senegal,Gambia,0.3,0.4,1.4,1.3,1.1,0.6,0.55,0.1,draw
Serbia,Lithuania,0.3,0.7,1.6,1.3,1.6,0.8,1.0,0.0,home win
Slovenia,Northern Ireland,0.3,0.2,0.8,1.2,0.9,1.0,0.0,0.0,home win
Sudan,Congo,0.3,0.4,1.2,1.8,1.2,1.5,0.3333333333333333,0.6666666666666666,home win
Suriname,Costa Rica,0.5,0.4,1.9,1.8,1.9,0.9,0.0,1.0,away win
Sweden,Portugal,0.3,0.5,0.8,1.0,2.2,1.4,0.46153846153846156,0.23076923076923078,draw
Switzerland,Latvia,0.4,0.6,1.6,1.4,1.7,1.2,1.0,0.0,home win
Tanzania,Cape Verde,0.1,0.4,1.0,1.1,0.9,1.1,0.0,1.0,home win
Togo,Eswatini,0.3,0.2,1.2,1.6,0.9,1.4,0.0,1.0,home win
Tunisia,Seychelles,0.5,0.1,1.4,0.8,1.3,1.8,1.0,0.0,home win
Turkey,Bosnia and Herzegovina,0.5,0.2,1.6,1.3,1.3,1.5,0.3333333333333333,0.6666666666666666,home win
Ukraine,Croatia,0.6,0.6,1.6,0.9,1.5,1.0,0.2,0.6,draw
United States,Cuba,0.6,0.3,1.9,0.5,1.4,2.0,0.75,0.125,home win
Wales,Liechtenstein,0.5,0.1,1.3,0.9,0.6,3.2,1.0,0.0,home win
Angola,Niger,0.3,0.2,1.4,1.2,1.1,2.1,1.0,0.0,home win
Burundi,Burkina Faso,0.3,0.4,0.7,1.1,1.5,1.7,0.0,0.6666666666666666,away win
Ecuador,Chile,0.4,0.6,1.4,1.6,1.3,0.7,0.14634146341463414,0.5853658536585366,home win
Egypt,Djibouti,0.7,0.1,1.6,1.0,0.6,4.9,1.0,0.0,home win
